Anno_Mese,prec,rad,temp_mean,ITTER107,Territorio,TIPO_DATO2,Tipo indice,PRODCONS_AGRI_A,Prodotti acquistati,Seleziona periodo,Value,Flag Codes,Flags,PPA_ortive,Radicchio,Carrots,Peaches
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,STRAIFEEDI,mangimi semplici,Gen-2021,8.4,,,0.3084798153433882,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Gen-2021,109.9,,,0.44999532832067884,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Gen-2021,3.2,,,0.3612750617098064,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Gen-2021,8.5,,,0.6317613208399082,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Gen-2021,107.7,,,0.5482396416872297,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Gen-2021,0.1,,,0.6357273537869436,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Gen-2021,1.3,,,0.6740260519782418,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Gen-2021,104.3,,,0.2223048379306114,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Gen-2021,0.0,,,0.4729416437622482,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Gen-2021,1.2,,,0.30119387589600755,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Gen-2021,110.8,,,0.7626631567624385,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Gen-2021,0.7,,,0.7041814183672186,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Gen-2021,2.5,,,0.2541724728723619,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Gen-2021,109.0,,,0.26576376366985943,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Gen-2021,0.9,,,0.42477984319802664,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Gen-2021,1.3,,,0.3068979660625663,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Gen-2021,110.7,,,0.5427526906450414,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Gen-2021,0.8,,,0.6935044810972891,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Gen-2021,1.2,,,0.634772441411368,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Gen-2021,103.5,,,0.5899322081310578,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Gen-2021,1.2,,,0.6286034323726548,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Gen-2021,1.3,,,0.35196387527426687,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Gen-2021,103.4,,,0.6973516241994187,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Gen-2021,1.1,,,0.2090432446962894,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Gen-2021,1.2,,,0.6431013974493816,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Gen-2021,107.8,,,0.4116065180177758,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Gen-2021,2.7,,,0.2977541038501037,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Gen-2021,3.4,,,0.34380763586359214,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Gen-2021,109.1,,,0.7712577079969725,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Gen-2021,1.4,,,0.5092687290588755,,,
2021-01-01,2.825806451612903,4.386645161290322,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Gen-2021,2.4,,,0.6916357953158526,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Feb-2021,112.2,,,0.4072171794273427,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Feb-2021,0.4,,,0.2450173091250131,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Feb-2021,5.2,,,0.5896449699955358,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Feb-2021,96.8,,,0.5467688435207017,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Feb-2021,3.6,,,0.39839466040188687,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Feb-2021,3.6,,,0.780797151289446,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Feb-2021,114.9,,,0.21256663810606446,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Feb-2021,-0.3,,,0.7048360706788097,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Feb-2021,0.4,,,0.4678734562681298,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,HERBIS,diserbanti,Feb-2021,108.8,,,0.40894658110348914,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,HERBIS,diserbanti,Feb-2021,-0.2,,,0.52548773870178,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,HERBIS,diserbanti,Feb-2021,-0.5,,,0.5490082873425994,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VETERYSER,spese veterinarie,Feb-2021,119.0,,,0.3928074557123793,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VETERYSER,spese veterinarie,Feb-2021,0.0,,,0.5833374571232045,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VETERYSER,spese veterinarie,Feb-2021,3.1,,,0.638611667748498,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,ANIMAEDING,mangimi,Feb-2021,116.0,,,0.278785221667038,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,ANIMAEDING,mangimi,Feb-2021,3.1,,,0.28863383081881816,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,ANIMAEDING,mangimi,Feb-2021,11.6,,,0.7775119188838651,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,STRAIFEEDI,mangimi semplici,Feb-2021,125.4,,,0.6019485064800462,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,STRAIFEEDI,mangimi semplici,Feb-2021,3.3,,,0.6148637516137144,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,STRAIFEEDI,mangimi semplici,Feb-2021,12.0,,,0.603264794351333,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Feb-2021,113.3,,,0.6074310995672452,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Feb-2021,3.1,,,0.6276601346869786,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,COMPOFEEDI,mangimi composti,Feb-2021,11.5,,,0.7343605464630663,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Feb-2021,107.8,,,0.6346211597066163,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Feb-2021,0.1,,,0.5365172434939864,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFMAT,manutenzione e rip. macchine,Feb-2021,1.2,,,0.4437205606412433,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Feb-2021,104.3,,,0.5375013675022097,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Feb-2021,0.0,,,0.5245359934499374,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MAINTOFBUILD,manutenzione e rip. fabbricati rurali,Feb-2021,1.2,,,0.5052135536807633,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Feb-2021,111.3,,,0.43588366045597415,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Feb-2021,0.5,,,0.44956849947585686,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERDSAN,altri servizi - spese generali,Feb-2021,3.0,,,0.4590942329823895,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Feb-2021,109.6,,,0.5135765075054871,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Feb-2021,0.6,,,0.7647096672274067,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INVEST,investimenti,Feb-2021,1.9,,,0.3249426428844117,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Feb-2021,111.4,,,0.6504682099101281,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Feb-2021,0.6,,,0.6921362439571126,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,MACHIAND,beni strumentali,Feb-2021,1.9,,,0.270808472618505,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Feb-2021,104.0,,,0.6247699809936589,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Feb-2021,0.5,,,0.7440564498162665,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,BUILD,costruzioni agricole,Feb-2021,1.7,,,0.4249747043059939,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Feb-2021,103.8,,,0.46856832978396773,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Feb-2021,0.4,,,0.699003423229288,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FARMDINGS,fabbricati agricoli,Feb-2021,1.6,,,0.6688520585347051,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Feb-2021,108.9,,,0.6283896461409251,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Feb-2021,1.0,,,0.2070959927879394,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,OTHERKSEX,lavori genio civile eccetto miglioramenti fondiari,Feb-2021,4.4,,,0.7249927646979848,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Feb-2021,110.5,,,0.7159239335491456,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Feb-2021,1.3,,,0.24911222277397782,,,
2021-02-01,1.0999999999999999,7.9893214285714285,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INPUTAL,indice generale dei consumi intermedi e degli investimenti,Feb-2021,4.0,,,0.5283502361075965,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Mar-2021,111.4,,,0.31420998998783867,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Mar-2021,-0.7,,,0.5462465935683215,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,VEGETS,ortive,Mar-2021,3.3,,,0.3008380169046678,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Mar-2021,98.6,,,0.4511902748003122,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Mar-2021,1.9,,,0.5629317321735446,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,FERTIRSS,concimi e ammendanti,Mar-2021,5.5,,,0.36896743599239734,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Mar-2021,114.4,,,0.44460005333514563,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,69,variazioni congiunturali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Mar-2021,-0.4,,,0.6775064518088023,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,70,variazioni tendenziali dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,INSECDES,insetticidi,Mar-2021,-0.5,,,0.27655998563356393,,,
2021-03-01,0.21290322580645163,15.490258064516128,,IT,Italia,65,indice dei prezzi dei prodotti acquistati dagli agricoltori (base 2015=100) - dati mensili,HERBIS,diserbanti,Mar-2021,108.8,,,0.5977693530626919,,,
